
 PEER Ground Motion Database, Time Series Search Report -- NGA-West2 -- 2022-05-16


 -- Summary of PEER Ground Motion Database Search Criteria --
Magnitude Min:, 6.0
Magnitude Max:, 7.5
Rrup Min (km):, 0.0
Rrup Max (km):, 50.0
Rjb Min (km):, -1.0e-06
Rjb Max (km):, 99999
Vs30 Min (m/sec):, 330.0
Vs30 Max (m/sec):, 1030.0
D9-95 Min (sec):, -1.0e-06
D9-95 Max (sec):, 99999
Scale Factor Min:, 0.25
Scale Factor Max:, 5.5
Period Array:, 0.010, 0.013, 0.016, 0.020, 0.026, 0.033, 0.042, 0.053, 0.067, 0.085, 0.108, 0.137, 0.174, 0.221, 0.281, 0.356, 0.452, 0.574, 0.728, 0.924, 1.172, 1.487, 1.887, 2.395, 3.039, 3.857, 4.894, 6.210, 7.880, 10.0
Weight Array:, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
Record Sequence Number:, 164,848,850,864,1111,1787,1794,2709,2734,3753,3756,3943,6948,6971
Earthquake Name:, 
Station Name:, 
User-Defined Maximum Number of Records:, 14
Pulse:, 1
Damping Ratio:, 0.05
Scaling Method:, Minimize MSE
Suite Average:, Arithmetic
Single-Period-Scaling Period (sec):, 
Component:, RotD50
Fault Type:, All Types


 -- Summary of Metadata of Selected Records --
Result ID, Spectral Ordinate, Record Sequence Number, Mean Squared Error, Scale Factor, Tp-Pulse Period (sec), 5-75% Duration (sec), 5-95% Duration (sec), Arias Intensity (m/sec), Earthquake Name, Year, Station Name, Magnitude, Mechanism, Rjb (km), Rrup (km), Vs30 (m/sec), Lowest Useable Frequency (Hz), Initial-search Scale Factor, Horizontal-1 Acc. Filename, Horizontal-2 Acc. Filename, Vertical Acc. Filename
1, RotD50, 164, 0.0391, 3.117, -, 19.7, 36.4, 1.3, "Imperial Valley-06", 1979, "Cerro Prieto", 6.53, strike slip, 15.19, 15.19, 471.53, 0.1125, 3.2024, RSN164_IMPVALL.H_H-CPE147.AT2, RSN164_IMPVALL.H_H-CPE237.AT2 , RSN164_IMPVALL.H_H-CPEDWN.AT2  
2, RotD50, 848, 0.0906, 1.8194, -, 6.1, 10.6, 2.2, "Landers", 1992, "Coolwater", 7.28, strike slip, 19.74, 19.74, 352.98, 0.1, 1.8693, RSN848_LANDERS_CLW-LN.AT2, RSN848_LANDERS_CLW-TR.AT2 , RSN848_LANDERS_CLW-UP.AT2  
3, RotD50, 850, 0.0403, 3.6638, -, 22.6, 31.7, 0.7, "Landers", 1992, "Desert Hot Springs", 7.28, strike slip, 21.78, 21.78, 359.0, 0.07, 3.7642, RSN850_LANDERS_DSP000.AT2, RSN850_LANDERS_DSP090.AT2 , RSN850_LANDERS_DSP-UP.AT2  
4, RotD50, 864, 0.1044, 2.1481, -, 21.7, 27.1, 2.3, "Landers", 1992, "Joshua Tree", 7.28, strike slip, 11.03, 11.03, 379.32, 0.07, 2.207, RSN864_LANDERS_JOS000.AT2, RSN864_LANDERS_JOS090.AT2 , RSN864_LANDERS_JOS-UP.AT2  
5, RotD50, 1111, 0.082, 1.5403, -, 4.5, 11.2, 3.4, "Kobe_ Japan", 1995, "Nishi-Akashi", 6.9, strike slip, 7.08, 7.08, 609.0, 0.125, 1.5825, RSN1111_KOBE_NIS000.AT2, RSN1111_KOBE_NIS090.AT2 , RSN1111_KOBE_NIS-UP.AT2  
6, RotD50, 1787, 0.0571, 1.9796, -, 7.6, 11.7, 1.9, "Hector Mine", 1999, "Hector", 7.13, strike slip, 10.35, 11.66, 726.0, 0.0375, 2.0338, RSN1787_HECTOR_HEC000.AT2, RSN1787_HECTOR_HEC090.AT2 , RSN1787_HECTOR_HECVER.AT2  
7, RotD50, 1794, 0.0699, 3.8168, -, 7.4, 14.6, 0.6, "Hector Mine", 1999, "Joshua Tree", 7.13, strike slip, 31.06, 31.06, 379.32, 0.0169, 3.9214, RSN1794_HECTOR_JOS090.AT2, RSN1794_HECTOR_JOS360.AT2 , RSN1794_HECTOR_JOS-UP.AT2  
8, RotD50, 2709, 0.0857, 4.5066, -, 4.3, 12.1, 0.3, "Chi-Chi_ Taiwan-04", 1999, "CHY035", 6.2, strike slip, 25.01, 25.06, 573.04, 0.05, 4.6301, RSN2709_CHICHI.04_CHY035N.AT2, RSN2709_CHICHI.04_CHY035E.AT2 , RSN2709_CHICHI.04_CHY035V.AT2  
9, RotD50, 2734, 0.0469, 1.7058, 2.436, 4.4, 7.4, 1.6, "Chi-Chi_ Taiwan-04", 1999, "CHY074", 6.2, strike slip, 6.02, 6.2, 553.43, 0.08, 1.7526, RSN2734_CHICHI.04_CHY074N.AT2, RSN2734_CHICHI.04_CHY074E.AT2 , RSN2734_CHICHI.04_CHY074V.AT2  
10, RotD50, 3753, 0.096, 3.393, -, 22.7, 29.6, 1.2, "Landers", 1992, "Fun Valley", 7.28, strike slip, 25.02, 25.02, 388.63, 0.0625, 3.486, RSN3753_LANDERS_FVR045.AT2, RSN3753_LANDERS_FVR135.AT2 , RSN3753_LANDERS_FVR-UP.AT2  
11, RotD50, 3756, 0.0582, 3.4959, -, 23.0, 32.9, 1.0, "Landers", 1992, "Morongo Valley Hall (GEOS #58)", 7.28, strike slip, 40.67, 40.67, 368.2, 0.05, 3.5917, RSN3756_LANDERS_MVP000.AT2, RSN3756_LANDERS_MVP090.AT2 , RSN3756_LANDERS_MVP-UP.AT2  
12, RotD50, 3943, 0.0504, 3.1853, -, 3.7, 9.9, 0.4, "Tottori_ Japan", 2000, "SMN015", 6.61, strike slip, 9.1, 9.12, 616.55, 0.075, 3.2726, RSN3943_TOTTORI_SMN015NS.AT2, RSN3943_TOTTORI_SMN015EW.AT2 , RSN3943_TOTTORI_SMN015UD.AT2  
13, RotD50, 6948, 0.0436, 4.4004, -, 17.8, 23.0, 0.5, "Darfield_ New Zealand", 2010, "OXZ", 7.0, strike slip, 30.63, 30.63, 481.62, 0.1, 4.521, RSN6948_DARFIELD_OXZE.AT2, RSN6948_DARFIELD_OXZN.AT2 , RSN6948_DARFIELD_OXZUP.AT2  
14, RotD50, 6971, 0.0541, 3.3847, -, 16.1, 22.7, 1.0, "Darfield_ New Zealand", 2010, "SPFS", 7.0, strike slip, 29.86, 29.86, 389.54, 0.0375, 3.4774, RSN6971_DARFIELD_SPFSN17E.AT2, RSN6971_DARFIELD_SPFSN73W.AT2 , RSN6971_DARFIELD_SPFSUP.AT2  

 These records were obtained from the NGA-West2 On-Line Ground-Motion Database Tool
 These records are UNSCALED, AS RECORDED
 Filename Extension: 
   ,AT2 = Acceleration
   ,VT2 = Velocity
   ,DT2 = Displacement
 The users of the NGA-West2 databases, flatfiles, models and reports are requested to acknowledge the Pacific Earthquake Engineering Research Center (PEER) in their work and publications.

 -- Scaled Spectra used in Search & Scaling --
Period (sec),Target pSa (g),Arithmetic Mean pSa (g),Arithmetic Mean + Sigma pSa (g),Arithmetic Mean - Sigma pSa (g),RSN-164 RotD50 pSa (g),RSN-848 RotD50 pSa (g),RSN-850 RotD50 pSa (g),RSN-864 RotD50 pSa (g),RSN-1111 RotD50 pSa (g),RSN-1787 RotD50 pSa (g),RSN-1794 RotD50 pSa (g),RSN-2709 RotD50 pSa (g),RSN-2734 RotD50 pSa (g),RSN-3753 RotD50 pSa (g),RSN-3756 RotD50 pSa (g),RSN-3943 RotD50 pSa (g),RSN-6948 RotD50 pSa (g),RSN-6971 RotD50 pSa (g)
0.16,1.49426867,1.23601547,1.49257741,1.02355445,1.37753553,1.00896483,1.24010162,0.78241386,1.2307026,1.21556532,0.95145638,1.05900237,1.39075027,1.53758933,1.22205811,1.7082797,1.40575123,1.17404546
0.17,1.53331858,1.30163283,1.54659846,1.09546729,1.48558499,1.19453347,1.32858973,0.83480062,1.30920786,1.23334133,1.02496917,1.14314681,1.43366016,1.56791761,1.15023539,1.75573365,1.43067086,1.33046797
0.18,1.57106999,1.37181091,1.61587232,1.16461254,1.47147517,1.40850151,1.43080526,0.97061336,1.44842379,1.20157723,1.18193747,1.2589827,1.20536308,1.83807597,1.25236663,1.80049508,1.41235176,1.32438371
0.19,1.60763482,1.43260105,1.76881166,1.16029638,1.34782505,1.37966364,1.62570392,1.03159237,1.65053549,1.21632152,1.32843978,1.22800736,1.31187788,2.10996746,1.22956969,2.02824721,1.34966963,1.21899368
0.2,1.64311,1.47637539,1.92242953,1.13381753,1.36443934,1.3770788,1.70856045,0.95752145,1.94217459,1.3495047,1.35989733,1.20250575,1.40165788,2.31777581,1.22162777,2.16062257,1.10923443,1.19665462
0.22,1.63617523,1.53523429,1.96099569,1.20191204,1.42692114,1.47192897,1.36075324,1.13609975,2.26057657,1.61211541,1.24208503,1.37820712,1.50869653,1.89370818,1.14801516,2.36554805,1.13533467,1.5532903
0.24,1.62986984,1.58003359,1.91936463,1.30069404,1.39654894,1.62182985,1.45067792,1.34008683,2.13289263,1.35795116,1.54590755,1.50090389,1.65333389,1.76780739,1.14895765,2.07900015,1.12945492,1.99511742
0.25,1.62692,1.55334723,1.85445229,1.30113222,1.44816068,1.58951617,1.53169414,1.38518632,1.94477926,1.29422382,1.52968049,1.41785996,1.57757886,1.76505092,1.14280421,2.04700595,1.13552389,1.9377966
0.26,1.60924974,1.54824564,1.82346027,1.31456911,1.43771235,1.71984798,1.48653707,1.30678007,1.87811929,1.3579375,1.5637575,1.33577054,1.49894563,1.89632689,1.28646643,1.99491965,1.14346476,1.76885323
0.28,1.57638382,1.56474904,1.98331198,1.23452063,1.55800956,1.68007489,1.40420775,1.28959342,1.782024,1.4022832,1.44897039,1.3326781,1.43343278,2.52346863,1.27146075,2.19593934,1.06748785,1.51685585
0.29,1.5610563,1.61735678,2.11464775,1.23701121,1.7317756,1.74467933,1.39552315,1.36926598,1.76679497,1.40422675,1.52544615,1.39848691,1.40239052,2.95016752,1.34595921,2.05983688,1.13192528,1.41651673
0.3,1.54639,1.68403967,2.27050415,1.24905722,1.89077228,2.02535759,1.38510009,1.49599906,1.95146266,1.4792163,1.62705009,1.6256007,1.28386121,3.20893118,1.29171724,1.88825967,1.12961818,1.29360908
0.32,1.50952389,1.71412966,2.19738977,1.33715035,1.67762417,2.16195911,1.47573737,1.63899316,1.9120138,1.40074645,1.9293207,2.01010546,1.39776113,2.88482354,1.29859047,1.61035216,1.25213452,1.34765322
0.34,1.47569444,1.68127656,2.1026392,1.34435374,1.55648101,2.22856053,1.77070789,1.37098706,1.49741965,1.30844847,2.04899445,2.21589167,1.44470969,2.42811565,1.53404944,1.35766313,1.22388338,1.5519598
0.35,1.45978793,1.66759599,2.10787626,1.31927876,1.47464387,2.26663902,1.85886333,1.2433507,1.52707738,1.2321322,2.23143979,2.08459402,1.50413162,2.30161158,1.6395577,1.26834953,1.21288427,1.5010688
0.36,1.44449385,1.63748428,2.07497789,1.29223293,1.35814808,2.21213305,1.82670312,1.20560635,1.54573438,1.29281,2.3129537,2.05106072,1.57968912,2.11808316,1.63669528,1.12666456,1.1980718,1.46042654
0.38,1.41558798,1.56151138,1.89553234,1.28634988,1.34267803,1.91740637,1.60904549,1.19355413,1.76857094,1.24184856,1.98949536,1.86153664,1.69233697,1.73719308,1.86360474,1.0400043,1.3581029,1.24578187
0.4,1.3887,1.47513639,1.81185488,1.20099429,1.44504747,1.65961286,1.2787936,1.16649581,2.21180114,1.20468913,1.58745134,1.47307236,1.73351189,1.45235799,1.8704605,1.09565238,1.30400498,1.16895798
0.42,1.37080952,1.48247383,1.96477491,1.1185651,1.49743222,1.63133973,1.1177577,1.28097861,2.77257388,1.26629555,1.49470806,1.29828809,1.75688485,1.38803157,1.73211655,1.00572658,1.14749284,1.36500736
0.44,1.35396615,1.50875961,2.03599769,1.1180541,1.4289269,1.8528809,1.12023038,1.30392264,2.89424754,1.53870675,1.44913489,1.09146716,1.78190903,1.51025775,1.58943422,1.07995374,1.10303125,1.37853142
0.45,1.34590376,1.48947273,2.0434556,1.08567518,1.30709708,1.89688522,1.0712608,1.29711333,2.91114474,1.61063686,1.45430778,1.00328614,1.72595006,1.53572862,1.48071045,1.1433637,1.00223328,1.41290023
0.46,1.33806502,1.47344919,2.03633683,1.06615589,1.28469679,1.85793887,1.00280068,1.33292372,2.91630169,1.69822326,1.47579666,0.99537882,1.64257247,1.48853003,1.38963386,1.18424355,0.95157864,1.40766958
0.48,1.32301577,1.49551693,2.00797506,1.11384396,1.24914421,1.78619906,1.06290813,1.38078805,2.77171593,1.89824548,1.62005087,0.9944428,1.66599643,1.40529309,1.43751859,1.22013908,1.0642866,1.38050874
0.5,1.30874,1.50170314,1.96560071,1.14728913,1.17427595,1.73181863,1.1031312,1.30347798,2.48449751,2.01880648,1.83220301,0.98561658,1.6775548,1.47685304,1.51548076,1.18932152,1.06570879,1.4650977
0.55,1.26645704,1.43574489,1.80659642,1.14102041,1.19547652,1.85713105,0.98002778,1.04161312,1.78089342,1.57767829,1.46138906,1.1133833,1.63879257,1.33148054,2.10752617,1.07696945,1.31575832,1.62230884
0.6,1.22904969,1.35597049,1.77633824,1.03508213,1.24271705,1.23076835,0.99255348,1.26768692,1.30871188,1.0152325,1.17855924,1.45122247,1.57736871,1.64036653,2.42352727,0.85058412,1.30081473,1.5034736
0.65,1.19561475,1.34938571,1.78839007,1.01814578,1.22675795,1.31432561,1.0928382,1.39681193,1.50461459,0.79799449,1.22098432,1.36677248,1.44775985,2.06381867,2.07362459,0.68528064,1.11805229,1.58176439
0.667,1.18502556,1.34588807,1.81280448,0.99923336,1.1248442,1.47266602,1.09282538,1.5369804,1.56803036,0.7749441,1.2100855,1.25043094,1.38800324,2.22137813,1.89739656,0.63511984,1.10778891,1.56193945
0.7,1.16547029,1.31093839,1.8555238,0.92618562,0.97742981,1.67242135,1.06928676,1.96316715,1.46414835,0.73044261,1.14399864,1.08396589,1.26108989,2.35141565,1.57092077,0.62273325,1.00183285,1.44028446
0.75,1.13809,1.18882684,1.64945101,0.85683616,1.03160494,1.3908039,0.87158018,1.83172562,1.2929311,0.63457445,1.18428632,0.95012695,1.11934166,1.92215335,1.0541583,0.59720835,1.07958002,1.68350069
0.8,1.12114592,1.09239705,1.43783558,0.82994977,1.01603327,1.0564253,0.85795279,1.4668923,0.93841472,0.65502824,1.34296379,1.07803247,1.17949709,1.52443266,0.93188557,0.56208843,1.06342721,1.62048485
0.85,1.05875659,1.02738107,1.32658736,0.79565952,0.93174028,0.88291154,1.06850051,1.36013799,0.72683612,0.62071207,1.17861687,1.21083443,1.13801376,1.32468505,1.00358979,0.5678146,0.9115548,1.45738712
0.9,0.97545143,0.97364993,1.23934185,0.76491743,0.73956739,0.7614077,1.08616831,1.27650022,0.7237438,0.64685536,1.22511599,1.25039624,1.06768252,1.1375061,0.98101204,0.56928556,0.94833206,1.21752575
0.95,0.90269273,0.88176306,1.13475238,0.68517688,0.62144144,0.64873565,0.99841918,1.12881957,0.59952246,0.62408388,1.18473251,1.25563564,0.89778303,0.8355442,0.87610611,0.6293736,0.94268113,1.1018044
1.0,0.83869,0.84663327,1.10431639,0.64907838,0.66127079,0.63271081,0.99735632,0.89044178,0.44036306,0.71333213,1.14684749,1.29705643,0.7937993,0.76867744,0.82899502,0.67457205,0.86268582,1.14475736
1.1,0.71974876,0.80337281,1.09397559,0.58996552,0.88988085,0.53172739,0.89037642,1.17688776,0.38942934,0.90287982,1.12261511,1.1285697,0.56446645,0.56222425,0.82948899,0.59992157,0.62269153,1.03606018
1.2,0.62595588,0.72285072,1.01412515,0.51523538,0.75802785,0.6093399,0.65940758,1.19541698,0.35941487,0.94243889,1.02016842,0.96673925,0.47542098,0.44981774,0.87357545,0.52141307,0.47473675,0.81399228
1.3,0.55050707,0.6460293,0.87193707,0.47865135,0.5116418,0.59577527,0.67289795,0.9889398,0.31834098,0.88398119,0.82265365,0.8237316,0.47865331,0.39549794,0.7766985,0.50787755,0.50636252,0.76135819
1.4,0.48878507,0.58317988,0.78081949,0.43556644,0.39219676,0.5047093,0.64479537,0.80441358,0.29887825,0.81382735,0.67640058,0.62642234,0.53652739,0.31565233,0.79034919,0.5300474,0.46672327,0.76357514
1.5,0.43756,0.51892749,0.68019139,0.39589701,0.33888815,0.39750622,0.58769331,0.67683114,0.31698258,0.71295047,0.56150965,0.51636484,0.54731883,0.34087107,0.69969455,0.47462485,0.38828921,0.70545993
1.6,0.39385162,0.46560743,0.60575883,0.35788215,0.32724883,0.31602272,0.4893273,0.62806245,0.32415288,0.6024477,0.50973077,0.41132501,0.54549191,0.35283205,0.65222792,0.39916084,0.34008833,0.62038527
1.7,0.3567791,0.42009148,0.56623621,0.31166648,0.28121636,0.30044728,0.47761459,0.59223487,0.28994938,0.52615242,0.44259697,0.33089114,0.52258362,0.27385478,0.6116723,0.33203812,0.31060404,0.58942482
1.8,0.32502808,0.37891211,0.51050603,0.28123936,0.27330027,0.2514192,0.46265395,0.51789651,0.30634136,0.46487045,0.3915784,0.27506079,0.47136867,0.24267886,0.58750078,0.2782398,0.29033686,0.49152367
1.9,0.29759901,0.3298811,0.443651,0.24528637,0.26678382,0.21166557,0.48314212,0.41849736,0.29041363,0.39270932,0.33120748,0.23784567,0.43488864,0.1973128,0.49572256,0.24379755,0.252686,0.36166292
2.0,0.27372,0.28127527,0.37581407,0.2105184,0.24016286,0.17337397,0.42006775,0.35355893,0.27470032,0.33723741,0.30296557,0.20226276,0.39568921,0.17339684,0.37613747,0.22040201,0.1928674,0.27503122
2.2,0.23412616,0.21895067,0.2795026,0.17151682,0.1882565,0.13389803,0.24105905,0.27670147,0.27933111,0.25562558,0.25762878,0.15484861,0.30928774,0.13995186,0.24848292,0.18472075,0.19175051,0.20376652
2.4,0.20300266,0.19425595,0.25013835,0.15085801,0.14977299,0.11643936,0.21141435,0.25108389,0.26483495,0.18994128,0.19236371,0.16574422,0.27510867,0.12169164,0.2337477,0.16004616,0.22422976,0.16316461
2.5,0.18986211,0.18619964,0.24288729,0.14274237,0.14180416,0.10773684,0.19802407,0.26810277,0.24429954,0.16737652,0.20997348,0.16551015,0.25568483,0.10783774,0.21996243,0.15324129,0.20988686,0.15735434
2.6,0.1780389,0.18161972,0.24034657,0.13724232,0.15286045,0.10000504,0.19432125,0.2983736,0.21140978,0.16880581,0.22198688,0.15613503,0.23435252,0.10188259,0.20443603,0.14559152,0.19389233,0.15862318
2.8,0.15767155,0.16239386,0.22388391,0.11779214,0.16188166,0.0847201,0.20970179,0.29282846,0.14694952,0.168299,0.20676108,0.11378975,0.1893073,0.08417619,0.17359407,0.12969326,0.16126527,0.15054655
3.0,0.14081,0.1396993,0.18274082,0.10679548,0.16760616,0.0803905,0.17590567,0.19118691,0.11999725,0.15702594,0.18346041,0.09292784,0.16148415,0.06525532,0.14809492,0.12042968,0.1537995,0.13822593
3.2,0.12777085,0.12522424,0.16246866,0.09651775,0.17550552,0.07566843,0.13954759,0.17342507,0.096228,0.13299178,0.13133314,0.08816457,0.15004328,0.06935392,0.12154586,0.1090375,0.15638827,0.1339064
3.4,0.11662439,0.11289421,0.14927572,0.08537961,0.15650623,0.07207908,0.11160251,0.17331505,0.07796576,0.12578639,0.12429488,0.09052735,0.14238946,0.05865072,0.09903778,0.09671417,0.11925476,0.13239484
3.5,0.11164376,0.10832266,0.13875066,0.08456752,0.13494328,0.07133332,0.10844075,0.15946079,0.07344417,0.12169861,0.12185511,0.09595327,0.13708689,0.06173601,0.09482001,0.098672,0.10951898,0.12755404
3.6,0.10700733,0.1053185,0.13331473,0.08320151,0.12492162,0.07073135,0.11336552,0.15199742,0.06855777,0.11318918,0.11810325,0.09977619,0.13146764,0.06131629,0.09018882,0.09856087,0.11030436,0.12197874
3.8,0.09864135,0.10009407,0.12605943,0.07947699,0.10638511,0.06853633,0.11181552,0.14372335,0.06060332,0.09276998,0.10724339,0.10607239,0.11869209,0.06240348,0.08949482,0.09644947,0.11112304,0.12600475
4.0,0.09131,0.09430439,0.11467008,0.07755569,0.09808098,0.07268309,0.10883636,0.12439492,0.06416804,0.08388314,0.09668506,0.10804836,0.10577936,0.05981092,0.08999249,0.091584,0.09768855,0.11862617
4.2,0.08470766,0.0908555,0.10685986,0.07724811,0.1063358,0.08002143,0.11265892,0.09548816,0.06391592,0.08214541,0.0897058,0.10919345,0.09428363,0.06321953,0.08806277,0.08992099,0.08991916,0.10710609
4.4,0.07885762,0.0866665,0.10379758,0.0723628,0.09605044,0.08410769,0.10532486,0.08855452,0.06115899,0.07871624,0.08924817,0.11563399,0.08305432,0.05755923,0.07138853,0.08600192,0.09316318,0.10336899
4.6,0.07364553,0.08188708,0.10057042,0.06667462,0.08699389,0.08457582,0.09238369,0.08190655,0.05637671,0.07615148,0.08810787,0.11781177,0.07306125,0.05173159,0.06261749,0.08109112,0.09532728,0.09828267
4.8,0.06897842,0.07693039,0.09578262,0.06178871,0.0784367,0.08834941,0.07393239,0.07812522,0.05527724,0.07526491,0.08523784,0.11594328,0.06336604,0.04848565,0.05718693,0.07567936,0.091756,0.08998447
5.0,0.06478,0.07360443,0.09119905,0.05940425,0.07648057,0.09063578,0.06868712,0.07370145,0.05446665,0.07401794,0.08361372,0.11200842,0.05787469,0.05122763,0.05601414,0.07016565,0.08568316,0.07588505
5.5,0.05530963,0.06646083,0.08319635,0.05309178,0.07244517,0.08762674,0.07062668,0.06470834,0.04961908,0.06550185,0.07276589,0.09615986,0.04728522,0.05021934,0.05457779,0.05846383,0.08671249,0.05373932
6.0,0.04787812,0.06017765,0.07789076,0.04649268,0.07446343,0.08399456,0.06895392,0.05847932,0.04258526,0.06056338,0.05966798,0.08825525,0.03829402,0.04458042,0.05204237,0.04951909,0.07671771,0.04437042
6.5,0.04192684,0.05072573,0.06825801,0.03769667,0.06391984,0.07688269,0.05284164,0.04007507,0.03540463,0.05379008,0.0484127,0.07922502,0.03276985,0.03823162,0.0428606,0.0443025,0.0673821,0.03406185
7.0,0.03707843,0.04282544,0.05780301,0.03172877,0.05249066,0.06725821,0.04302761,0.03337565,0.03109453,0.04769671,0.03876521,0.06751434,0.02723749,0.03268834,0.0358792,0.039208,0.05455529,0.02876498
7.5,0.03307,0.03636684,0.04784634,0.02764155,0.03772257,0.05606033,0.03686119,0.03100759,0.02699899,0.04294988,0.03392501,0.05668119,0.02333091,0.0289013,0.03016367,0.03448907,0.04379268,0.02625136
8.0,0.02927936,0.03269054,0.04212714,0.02536776,0.02797364,0.04773561,0.0332781,0.03252117,0.02381098,0.04068372,0.03072385,0.04745948,0.02004856,0.03390365,0.02507858,0.03116193,0.03954341,0.02374487
8.5,0.02611533,0.02933795,0.03815547,0.02255811,0.02208895,0.04236565,0.03028205,0.0292039,0.02051322,0.0371528,0.02802402,0.04020171,0.01699694,0.03442491,0.02279628,0.02778261,0.03741315,0.02148515
9.0,0.02344601,0.02586884,0.03422911,0.01955052,0.01676815,0.03762498,0.02712931,0.02591475,0.0179473,0.03340249,0.02586069,0.0349073,0.01435043,0.0271471,0.0199963,0.02526354,0.03608853,0.01976293
9.5,0.02117264,0.023072,0.0309623,0.01719243,0.01396232,0.03317052,0.02444301,0.02283953,0.01569155,0.03009187,0.02437754,0.03021549,0.01273279,0.02085373,0.01896678,0.02308779,0.03500773,0.01756732
10.0,0.01922,0.0207075,0.0280648,0.01527895,0.01222649,0.0293402,0.02275712,0.02084046,0.01364259,0.02702883,0.02290393,0.02625215,0.0118116,0.01607791,0.01786264,0.02077103,0.03273211,0.01565799
11.0,0.0,0.01679398,0.02245123,0.01256225,0.00934935,0.0217857,0.02069834,0.01616043,0.01025193,0.02136777,0.01992526,0.02017944,0.01002889,0.01140443,0.01547435,0.01684252,0.02545032,0.01619705
12.0,0.0,0.01389413,0.0185083,0.01043029,0.00756156,0.01625279,0.01705152,0.01262133,0.00773933,0.01689322,0.01697465,0.01646127,0.00862456,0.0108966,0.01256439,0.01390495,0.02175175,0.0152199
13.0,0.0,0.01171908,0.01545212,0.0088879,0.00638567,0.01299542,0.01459292,0.00997326,0.00639421,0.01406419,0.01419284,0.01342188,0.00747771,0.01024376,0.01166902,0.01167073,0.01814974,0.01283582
14.0,0.0,0.0099042,0.01297489,0.00756024,0.00532387,0.01062051,0.01217426,0.00786307,0.00536732,0.01163521,0.01178247,0.01116124,0.00651684,0.0108663,0.00939917,0.00989955,0.01508951,0.01095954
15.0,0.0,0.0085998,0.01144262,0.00646325,0.00443294,0.00870758,0.01008552,0.00622931,0.00449666,0.00945407,0.01066938,0.00934854,0.00570766,0.01079142,0.00848375,0.0085209,0.01314979,0.01031964
20.0,0.0,0.00447918,0.00639938,0.00313516,0.00196464,0.00384895,0.00447968,0.00261945,0.00208782,0.00466527,0.0065807,0.00427335,0.0030078,0.00606927,0.00452222,0.00530796,0.00720324,0.00607823

 -- Unscaled Horizontal & Vertical Spectra, as recorded --
Period (sec),RSN-164 Horizontal-1 pSa (g),RSN-164 Horizontal-2 pSa (g),RSN-164 Vertical pSa (g),RSN-848 Horizontal-1 pSa (g),RSN-848 Horizontal-2 pSa (g),RSN-848 Vertical pSa (g),RSN-850 Horizontal-1 pSa (g),RSN-850 Horizontal-2 pSa (g),RSN-850 Vertical pSa (g),RSN-864 Horizontal-1 pSa (g),RSN-864 Horizontal-2 pSa (g),RSN-864 Vertical pSa (g),RSN-1111 Horizontal-1 pSa (g),RSN-1111 Horizontal-2 pSa (g),RSN-1111 Vertical pSa (g),RSN-1787 Horizontal-1 pSa (g),RSN-1787 Horizontal-2 pSa (g),RSN-1787 Vertical pSa (g),RSN-1794 Horizontal-1 pSa (g),RSN-1794 Horizontal-2 pSa (g),RSN-1794 Vertical pSa (g),RSN-2709 Horizontal-1 pSa (g),RSN-2709 Horizontal-2 pSa (g),RSN-2709 Vertical pSa (g),RSN-2734 Horizontal-1 pSa (g),RSN-2734 Horizontal-2 pSa (g),RSN-2734 Vertical pSa (g),RSN-3753 Horizontal-1 pSa (g),RSN-3753 Horizontal-2 pSa (g),RSN-3753 Vertical pSa (g),RSN-3756 Horizontal-1 pSa (g),RSN-3756 Horizontal-2 pSa (g),RSN-3756 Vertical pSa (g),RSN-3943 Horizontal-1 pSa (g),RSN-3943 Horizontal-2 pSa (g),RSN-3943 Vertical pSa (g),RSN-6948 Horizontal-1 pSa (g),RSN-6948 Horizontal-2 pSa (g),RSN-6948 Vertical pSa (g),RSN-6971 Horizontal-1 pSa (g),RSN-6971 Horizontal-2 pSa (g),RSN-6971 Vertical pSa (g)
0.01,0.1690526,0.1582017,0.213,0.2837639,0.4181363,0.178,0.1755544,0.1548125,0.171,0.2756784,0.2844907,0.182,0.4903792,0.4705184,0.39,0.2679408,0.3317548,0.151,0.1467609,0.1905281,0.122,0.1169183,0.1336044,0.047,0.3415312,0.3228682,0.297,0.2159494,0.2071164,0.102,0.1880177,0.141342,0.156,0.1536356,0.276417,0.164,0.1272208,0.1471823,0.106,0.1602199,0.1600687,0.104
0.02,0.1710691,0.1580666,0.21,0.2864414,0.4191106,0.188,0.1778134,0.1560504,0.173,0.2783601,0.2858758,0.183,0.4853251,0.4647922,0.387,0.2662732,0.3340709,0.15,0.1472126,0.1908294,0.124,0.1174742,0.1345737,0.0479,0.3433129,0.3254363,0.303,0.2166193,0.2096641,0.108,0.1903336,0.1424103,0.186,0.1582362,0.2746321,0.172,0.1284147,0.1478187,0.106,0.1601184,0.1606456,0.111
