
 PEER Ground Motion Database, Time Series Search Report -- NGA-West2 -- 2022-05-15


 -- Summary of PEER Ground Motion Database Search Criteria --
Magnitude Min:, 6.0
Magnitude Max:, 7.5
Rrup Min (km):, 0.0
Rrup Max (km):, 50.0
Rjb Min (km):, -1.0e-06
Rjb Max (km):, 99999
Vs30 Min (m/sec):, 330.0
Vs30 Max (m/sec):, 1030.0
D9-95 Min (sec):, -1.0e-06
D9-95 Max (sec):, 99999
Scale Factor Min:, 0.25
Scale Factor Max:, 5.5
Period Array:, 0.010, 0.013, 0.016, 0.020, 0.026, 0.033, 0.042, 0.053, 0.067, 0.085, 0.108, 0.137, 0.174, 0.221, 0.281, 0.356, 0.452, 0.574, 0.728, 0.924, 1.172, 1.487, 1.887, 2.395, 3.039, 3.857, 4.894, 6.210, 7.880, 10.00
Weight Array:, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
Record Sequence Number:, 
Earthquake Name:, 
Station Name:, 
User-Defined Maximum Number of Records:, 14
Pulse:, 1
Damping Ratio:, 0.05
Scaling Method:, Minimize MSE
Suite Average:, Arithmetic
Single-Period-Scaling Period (sec):, 
Component:, RotD50
Fault Type:, Strike Slip (SS)


 -- Summary of Metadata of Selected Records --
Result ID, Spectral Ordinate, Record Sequence Number, Mean Squared Error, Scale Factor, Tp-Pulse Period (sec), 5-75% Duration (sec), 5-95% Duration (sec), Arias Intensity (m/sec), Earthquake Name, Year, Station Name, Magnitude, Mechanism, Rjb (km), Rrup (km), Vs30 (m/sec), Lowest Useable Frequency (Hz), Initial-search Scale Factor, Horizontal-1 Acc. Filename, Horizontal-2 Acc. Filename, Vertical Acc. Filename
1, RotD50, 164, 0.0465, 1.3056, -, 19.7, 36.4, 1.3, "Imperial Valley-06", 1979, "Cerro Prieto", 6.53, strike slip, 15.19, 15.19, 471.53, 0.1125, 1.3369, RSN164_IMPVALL.H_H-CPE147.AT2, RSN164_IMPVALL.H_H-CPE237.AT2 , RSN164_IMPVALL.H_H-CPEDWN.AT2  
2, RotD50, 471, 0.0739, 3.2579, -, 11.3, 19.7, 0.2, "Morgan Hill", 1984, "San Justo Dam (L Abut)", 6.19, strike slip, 31.88, 31.88, 543.63, 0.125, 3.3359, RSN471_MORGAN_SJL270.AT2, RSN471_MORGAN_SJL360.AT2 , RSN471_MORGAN_SJL-UP.AT2  
3, RotD50, 472, 0.0603, 3.5923, -, 14.0, 21.8, 0.1, "Morgan Hill", 1984, "San Justo Dam (R Abut)", 6.19, strike slip, 31.88, 31.88, 543.63, 0.125, 3.6783, RSN472_MORGAN_SJR270.AT2, RSN472_MORGAN_SJR360.AT2 , RSN472_MORGAN_SJR-UP.AT2  
4, RotD50, 850, 0.059, 1.5346, -, 22.6, 31.7, 0.7, "Landers", 1992, "Desert Hot Springs", 7.28, strike slip, 21.78, 21.78, 359.0, 0.07, 1.5714, RSN850_LANDERS_DSP000.AT2, RSN850_LANDERS_DSP090.AT2 , RSN850_LANDERS_DSP-UP.AT2  
5, RotD50, 1633, 0.0587, 0.461, -, 10.8, 29.1, 7.5, "Manjil_ Iran", 1990, "Abbar", 7.37, strike slip, 12.55, 12.55, 723.95, 0.13, 0.4721, RSN1633_MANJIL_ABBAR--L.AT2, RSN1633_MANJIL_ABBAR--T.AT2 , RSN1633_MANJIL_ABBAR--V.AT2  
6, RotD50, 1787, 0.0618, 0.8292, -, 7.6, 11.7, 1.9, "Hector Mine", 1999, "Hector", 7.13, strike slip, 10.35, 11.66, 726.0, 0.0375, 0.849, RSN1787_HECTOR_HEC000.AT2, RSN1787_HECTOR_HEC090.AT2 , RSN1787_HECTOR_HECVER.AT2  
7, RotD50, 2714, 0.0741, 2.015, -, 6.8, 18.5, 0.2, "Chi-Chi_ Taiwan-04", 1999, "CHY046", 6.2, strike slip, 38.11, 38.14, 442.15, 0.03, 2.0633, RSN2714_CHICHI.04_CHY046N.AT2, RSN2714_CHICHI.04_CHY046E.AT2 , RSN2714_CHICHI.04_CHY046V.AT2  
8, RotD50, 3752, 0.0429, 2.2439, -, 18.3, 27.3, 0.3, "Landers", 1992, "Forest Falls Post Office", 7.28, strike slip, 45.34, 45.34, 436.14, 0.125, 2.2976, RSN3752_LANDERS_FFP210.AT2, RSN3752_LANDERS_FFP300.AT2 , RSN3752_LANDERS_FFP-UP.AT2  
9, RotD50, 3759, 0.0534, 2.172, -, 23.2, 33.4, 0.6, "Landers", 1992, "Whitewater Trout Farm", 7.28, strike slip, 27.05, 27.05, 425.02, 0.375, 2.224, RSN3759_LANDERS_WWT180.AT2, RSN3759_LANDERS_WWT270.AT2 , RSN3759_LANDERS_WWT-UP.AT2  
10, RotD50, 3854, 0.0689, 2.9256, -, 6.7, 17.1, 0.1, "Chi-Chi_ Taiwan-04", 1999, "CHY010", 6.2, strike slip, 31.6, 31.63, 538.69, 0.05, 2.9956, RSN3854_CHICHI.04_CHY010N.AT2, RSN3854_CHICHI.04_CHY010W.AT2 , RSN3854_CHICHI.04_CHY010V.AT2  
11, RotD50, 3943, 0.0273, 1.3342, -, 3.7, 9.9, 0.4, "Tottori_ Japan", 2000, "SMN015", 6.61, strike slip, 9.1, 9.12, 616.55, 0.075, 1.3662, RSN3943_TOTTORI_SMN015NS.AT2, RSN3943_TOTTORI_SMN015EW.AT2 , RSN3943_TOTTORI_SMN015UD.AT2  
12, RotD50, 4054, 0.0706, 2.5534, -, 9.5, 22.1, 0.2, "Bam_ Iran", 2003, "Mohammad Abad-e-Madkoon", 6.6, strike slip, 46.2, 46.22, 574.88, 0.0375, 2.6146, RSN4054_BAM_MOH-L.AT2, RSN4054_BAM_MOH-T.AT2 , RSN4054_BAM_MOH-V.AT2  
13, RotD50, 6893, 0.0593, 0.5877, -, 15.0, 21.3, 2.8, "Darfield_ New Zealand", 2010, "DFHS", 7.0, strike slip, 11.86, 11.86, 344.02, 0.1625, 0.6018, RSN6893_DARFIELD_DFHSS17E.AT2, RSN6893_DARFIELD_DFHSS73W.AT2 , RSN6893_DARFIELD_DFHSUP.AT2  
14, RotD50, 6948, 0.0279, 1.8432, -, 17.8, 23.0, 0.5, "Darfield_ New Zealand", 2010, "OXZ", 7.0, strike slip, 30.63, 30.63, 481.62, 0.1, 1.8873, RSN6948_DARFIELD_OXZE.AT2, RSN6948_DARFIELD_OXZN.AT2 , RSN6948_DARFIELD_OXZUP.AT2  

 These records were obtained from the NGA-West2 On-Line Ground-Motion Database Tool
 These records are UNSCALED, AS RECORDED
 Filename Extension: 
   ,AT2 = Acceleration
   ,VT2 = Velocity
   ,DT2 = Displacement
 The users of the NGA-West2 databases, flatfiles, models and reports are requested to acknowledge the Pacific Earthquake Engineering Research Center (PEER) in their work and publications.

 -- Scaled Spectra used in Search & Scaling --
Period (sec),Target pSa (g),Arithmetic Mean pSa (g),Arithmetic Mean + Sigma pSa (g),Arithmetic Mean - Sigma pSa (g),RSN-164 RotD50 pSa (g),RSN-471 RotD50 pSa (g),RSN-472 RotD50 pSa (g),RSN-850 RotD50 pSa (g),RSN-1633 RotD50 pSa (g),RSN-1787 RotD50 pSa (g),RSN-2714 RotD50 pSa (g),RSN-3752 RotD50 pSa (g),RSN-3759 RotD50 pSa (g),RSN-3854 RotD50 pSa (g),RSN-3943 RotD50 pSa (g),RSN-4054 RotD50 pSa (g),RSN-6893 RotD50 pSa (g),RSN-6948 RotD50 pSa (g)
0.16,0.6537023,0.60175896,0.68158846,0.53127931,0.57701046,0.63433067,0.49870064,0.5194433,0.68518762,0.50916575,0.47960072,0.56957942,0.64335215,0.66490642,0.71554979,0.67649281,0.66247651,0.58882921
0.17,0.66288164,0.61299095,0.71019812,0.52908884,0.62226931,0.67400403,0.5199598,0.55650846,0.7336712,0.51661161,0.45640944,0.51398395,0.65504682,0.58461565,0.7354269,0.75554242,0.65855632,0.59926734
0.18,0.67165417,0.63390754,0.74487033,0.5394748,0.61635911,0.66356068,0.5087048,0.59932364,0.78102618,0.50330653,0.45473877,0.58922728,0.62326932,0.65285182,0.75417619,0.80491274,0.73165454,0.59159399
0.19,0.68005909,0.65293099,0.77821367,0.54781725,0.56456559,0.65290229,0.56456203,0.68096114,0.72432109,0.5094825,0.47013367,0.70549662,0.60873125,0.6131147,0.84957508,0.85213844,0.77971118,0.56533823
0.2,0.68813,0.65806057,0.78296838,0.55307944,0.57152484,0.65426509,0.6164469,0.71566739,0.72588858,0.56526915,0.45958796,0.66176715,0.68043854,0.69273346,0.90502335,0.77224237,0.72736643,0.46462676
0.22,0.67303163,0.63551043,0.78186112,0.51655402,0.59769669,0.61534725,0.68361337,0.56998084,0.60263728,0.67526931,0.48151018,0.59501454,0.85164385,0.59886445,0.99086081,0.59020398,0.56894408,0.47555941
0.24,0.65953736,0.62988766,0.74614111,0.53174722,0.58497464,0.73636576,0.62682897,0.60764773,0.55048023,0.56880713,0.582056,0.67446295,0.80948751,0.61066247,0.87083404,0.50426036,0.61846288,0.47309655
0.25,0.6533,0.635769,0.74689636,0.54117578,0.60659333,0.82353156,0.59816861,0.64158312,0.53756037,0.54211356,0.64238548,0.64604814,0.72586618,0.64447937,0.85743258,0.55258863,0.60677639,0.47563867
0.26,0.64077767,0.65395392,0.77262433,0.55351057,0.60221682,0.85303327,0.62850801,0.62266811,0.55888523,0.56880141,0.71379545,0.61695119,0.81934094,0.68387126,0.83561511,0.59868366,0.57401957,0.47896487
0.28,0.6177681,0.64210775,0.7743735,0.53243346,0.6526059,0.82103075,0.76350588,0.5881827,0.55782717,0.58737656,0.57474363,0.55011735,0.71772974,0.64702814,0.91981654,0.60698104,0.55542279,0.44714031
0.29,0.60716279,0.62217174,0.75875584,0.51017422,0.72539155,0.84891685,0.70792957,0.58454496,0.52394713,0.58819065,0.49170325,0.49182067,0.70472708,0.59593154,0.86280709,0.58259297,0.52776968,0.47413131
0.3,0.59709,0.60623405,0.74029992,0.49644706,0.79199074,0.80133808,0.67102814,0.58017904,0.51796344,0.61960165,0.45371533,0.45704125,0.68765642,0.5602727,0.79093828,0.59321626,0.48917038,0.47316493
0.32,0.57527766,0.57699567,0.66976839,0.49707333,0.70270906,0.70071564,0.59055116,0.61814442,0.51664444,0.58673286,0.52903125,0.37011233,0.62931409,0.50395509,0.67453072,0.5897967,0.54121815,0.52448354
0.34,0.55551447,0.57888909,0.66662943,0.50269695,0.65196563,0.69158914,0.59628913,0.74169918,0.57695063,0.54807186,0.61158056,0.39255565,0.5253243,0.57032737,0.56868648,0.60061201,0.51614542,0.51264995
0.35,0.54630612,0.56747412,0.66399095,0.48498685,0.61768638,0.65877638,0.60559028,0.77862499,0.58056924,0.51610514,0.58630109,0.39005706,0.49800489,0.57124132,0.53127555,0.62003238,0.48233028,0.50804273
0.36,0.53750348,0.56402015,0.65864326,0.48299093,0.56888961,0.68942196,0.55932411,0.76515399,0.5592582,0.54152135,0.57803298,0.40756873,0.51544198,0.6054991,0.47192774,0.63424784,0.49815624,0.50183821
0.38,0.52100429,0.54696313,0.66354004,0.45086755,0.56240964,0.73398485,0.42480976,0.6739834,0.48817041,0.52017505,0.60138688,0.39147274,0.43549269,0.62553705,0.43562823,0.70295682,0.49260563,0.56887069
0.4,0.50582,0.52960477,0.65577946,0.42770662,0.60528929,0.79706234,0.42686707,0.53565027,0.48741709,0.50461002,0.58449803,0.36761867,0.40344043,0.4956865,0.45893762,0.71761172,0.48356716,0.54621061
0.42,0.49346288,0.51935753,0.70837834,0.38077427,0.62723177,1.03402542,0.43873886,0.46819692,0.41976935,0.5304152,0.55557214,0.37325335,0.4165986,0.40773917,0.42127026,0.61805067,0.47949158,0.48065212
0.44,0.48196197,0.51346063,0.72287034,0.36471523,0.59853685,1.08308494,0.43244912,0.46923265,0.38393998,0.6445205,0.54662355,0.36434167,0.43962824,0.37947592,0.45236191,0.47213923,0.46008584,0.46202842
0.45,0.47650252,0.50428471,0.70336364,0.36155277,0.5475058,1.03507481,0.46583191,0.44872068,0.3722963,0.67464998,0.54940008,0.37471682,0.41554343,0.37035276,0.47892254,0.42208382,0.48507999,0.41980702
0.46,0.4712229,0.49898693,0.68968514,0.36101686,0.53812295,0.95879089,0.47364406,0.42004469,0.349968,0.71133743,0.60236216,0.38990762,0.39311024,0.35106435,0.49604595,0.3892245,0.513605,0.39858923
0.48,0.46116525,0.48910969,0.65341551,0.3661197,0.52323099,0.74216784,0.46280253,0.44522199,0.31958679,0.79512105,0.62697728,0.38005934,0.3914684,0.32715116,0.51108156,0.34737913,0.52948827,0.44579939
0.5,0.45172,0.4759878,0.62338198,0.36344391,0.4918708,0.57656462,0.43227023,0.46207029,0.33641474,0.84562063,0.53318788,0.41558149,0.40964984,0.31785188,0.49817296,0.34160047,0.55657822,0.44639511
0.55,0.42559439,0.45416462,0.57336749,0.35974398,0.50075112,0.44075697,0.42017499,0.41050577,0.3167014,0.66084457,0.4284026,0.51513059,0.5658805,0.23406264,0.45111188,0.34750451,0.51534346,0.55113374
0.6,0.4030652,0.39687128,0.4927082,0.31967565,0.52053884,0.36848424,0.39448042,0.41575243,0.27966617,0.42525203,0.34970625,0.49067874,0.48746489,0.24886759,0.3562855,0.32428259,0.34986395,0.5448743
0.65,0.38339502,0.37812411,0.47787706,0.29919378,0.51385402,0.33374635,0.44202796,0.45775885,0.29680439,0.3342572,0.35621584,0.48588509,0.47865599,0.2406573,0.28704457,0.31348464,0.28502504,0.46832031
0.667,0.37725748,0.37339876,0.48134353,0.28966138,0.47116525,0.34741996,0.47840564,0.45775348,0.29860461,0.32460205,0.38210607,0.45589214,0.51553299,0.23639334,0.26603364,0.27802388,0.2516283,0.46402127
0.7,0.36604014,0.35594916,0.46850468,0.27043444,0.40941755,0.34265619,0.46722248,0.44789381,0.31061721,0.30596164,0.36561297,0.42662936,0.54757135,0.234067,0.26084525,0.21415385,0.23100025,0.41963929
0.75,0.35059,0.34124046,0.44550395,0.26137827,0.43210997,0.32220294,0.48108118,0.36508015,0.29564725,0.2658052,0.33571785,0.37874351,0.49379745,0.22680185,0.25015359,0.23380342,0.24421674,0.45220537
0.8,0.34328462,0.33857613,0.44717433,0.25635146,0.42558744,0.37023539,0.49446353,0.35937203,0.26674581,0.2743727,0.30197138,0.36259592,0.49813478,0.23525754,0.23544286,0.22654808,0.24389889,0.44543942
0.85,0.32841653,0.32625583,0.44040109,0.24169528,0.39027951,0.34400172,0.52968341,0.44756448,0.22742627,0.25999864,0.3302988,0.33909078,0.42945574,0.24845648,0.23784139,0.1908416,0.21081841,0.38182438
0.9,0.31002884,0.31610393,0.43261431,0.23097178,0.30978375,0.30555918,0.54510116,0.45496502,0.20438606,0.27094932,0.37314801,0.31712159,0.36096479,0.25321896,0.23845753,0.17210649,0.22246389,0.39722933
0.95,0.29358405,0.30495295,0.40076115,0.23204919,0.26030415,0.30365595,0.4690682,0.4182094,0.22002377,0.26141099,0.38563964,0.33278877,0.31166268,0.25055872,0.2636267,0.15584791,0.24168208,0.39486232
1.0,0.27879,0.29096207,0.38451793,0.220169,0.27698753,0.25428961,0.42717924,0.4177642,0.1841506,0.29879455,0.38768229,0.3076835,0.25732036,0.24450439,0.28255905,0.13787653,0.23532262,0.36135456
1.1,0.24527307,0.27675601,0.36514918,0.20976054,0.37274578,0.28359047,0.38713203,0.37295336,0.16089463,0.37819068,0.30626321,0.29408026,0.21199662,0.20945685,0.25129008,0.15384306,0.23131939,0.26082777
1.2,0.2182057,0.23816197,0.32365781,0.17525028,0.31751631,0.26489678,0.33394773,0.27620708,0.13356644,0.39476085,0.23168278,0.27219051,0.14883107,0.18223008,0.21840511,0.19986894,0.16131013,0.19885373
1.3,0.19595193,0.20772436,0.28449797,0.1516686,0.2143122,0.20375584,0.2519303,0.28185782,0.11306484,0.37027458,0.20155854,0.20155507,0.12692581,0.18142189,0.21273546,0.22497542,0.11167236,0.21210086
1.4,0.17737679,0.19234055,0.26176113,0.14133071,0.16428007,0.17416769,0.20552751,0.27008644,0.14493978,0.34088913,0.18037274,0.16049668,0.10626221,0.19085589,0.22202178,0.22766359,0.10970704,0.19549711
1.5,0.16167,0.17929974,0.23796778,0.13509559,0.14195061,0.13669964,0.2213319,0.24616801,0.16205103,0.29863468,0.1631717,0.17689007,0.10642625,0.16124055,0.19880685,0.21818345,0.11599832,0.16264331
1.6,0.14773898,0.1667968,0.21004482,0.1324535,0.13707523,0.133535,0.20273401,0.20496529,0.17301862,0.25234821,0.15610727,0.16684047,0.11089547,0.15770424,0.16719712,0.2135456,0.11673534,0.14245333
1.7,0.13574818,0.1513586,0.18957721,0.12084483,0.11779354,0.11607776,0.16630615,0.20005917,0.17250383,0.22039029,0.13653496,0.16138379,0.11626514,0.14154852,0.13908133,0.1942289,0.1067438,0.1301032
1.8,0.1253357,0.1405405,0.17634699,0.11200437,0.11447771,0.10546329,0.15500523,0.19379259,0.16497777,0.19472101,0.1185142,0.17331861,0.11498947,0.1249829,0.11654674,0.16847041,0.10069326,0.12161385
1.9,0.11622242,0.12565381,0.15941499,0.09904262,0.11174815,0.09981831,0.12180997,0.2023745,0.15777882,0.16449477,0.10071201,0.13468916,0.10569807,0.10707328,0.10211986,0.14253407,0.10245934,0.10584298
2.0,0.10819,0.10798828,0.14041167,0.08305199,0.10059739,0.10068075,0.09986474,0.17595444,0.15613193,0.14125916,0.08700134,0.09996904,0.08578685,0.08893744,0.09232013,0.11859471,0.08395131,0.08078667
2.2,0.09439538,0.08708894,0.10890158,0.0696453,0.0788553,0.08609778,0.088795,0.10097278,0.14218915,0.10707428,0.07318248,0.08006127,0.06110553,0.09060476,0.07737427,0.08859264,0.06402114,0.08031883
2.4,0.08334358,0.0777294,0.09799949,0.06165196,0.06273565,0.06269039,0.07486643,0.08855546,0.13013667,0.079561,0.07732716,0.06947555,0.06152213,0.07975047,0.06703878,0.08435525,0.05627326,0.09392347
2.5,0.07861417,0.07384736,0.09275237,0.05879562,0.05939773,0.06387159,0.07864541,0.08294665,0.12580351,0.07010926,0.07643087,0.06239948,0.05882149,0.06786368,0.06418842,0.07380721,0.06166215,0.08791564
2.6,0.07432325,0.07202312,0.0897252,0.05781352,0.0640289,0.0651372,0.07992959,0.08139565,0.12067222,0.07070796,0.07894793,0.05897214,0.05823643,0.06344387,0.06098415,0.061667,0.06298461,0.08121598
2.8,0.06684451,0.06891027,0.08501517,0.05585621,0.06780763,0.07076808,0.08448116,0.08783812,0.10365502,0.07049567,0.06560067,0.05555427,0.05233384,0.06551159,0.05432482,0.04830559,0.07051789,0.06754943
3.0,0.06056,0.0634677,0.07851489,0.05130427,0.07020546,0.07691417,0.08862982,0.07368188,0.08185511,0.0657737,0.05620352,0.05335492,0.04455601,0.06455548,0.05044457,0.04057319,0.05737773,0.06442224
3.2,0.05555553,0.05940522,0.07539632,0.04680574,0.07351427,0.08075767,0.08790989,0.05845252,0.06183196,0.05570647,0.0597602,0.05282031,0.03776004,0.0644958,0.04567271,0.03803998,0.04944472,0.0655066
3.4,0.05123189,0.05329163,0.06588396,0.04310606,0.06555601,0.0729398,0.07083057,0.04674712,0.04933376,0.05268834,0.06323613,0.05079328,0.0397647,0.06196218,0.04051082,0.03639568,0.04537197,0.04995243
3.5,0.04928512,0.05048067,0.06057255,0.04207019,0.0565239,0.06724923,0.06445041,0.04542275,0.04630485,0.05097609,0.058843,0.04817087,0.04144978,0.06068124,0.0413309,0.03574205,0.04370999,0.04587439
3.6,0.0474641,0.04831288,0.05668929,0.04117418,0.05232611,0.06057451,0.06120657,0.04748559,0.04571478,0.04741173,0.05257899,0.04482963,0.04148204,0.059555,0.04128434,0.03479529,0.04093244,0.04620336
3.8,0.04415545,0.04532714,0.05256051,0.03908922,0.0445617,0.05167369,0.05134937,0.04683634,0.0443515,0.0388587,0.0477338,0.04464585,0.03519378,0.06197728,0.04039994,0.03551612,0.04493561,0.04654628
4.0,0.04123,0.04353109,0.05044276,0.03756647,0.04108333,0.04520142,0.04275198,0.04558846,0.04119726,0.03513626,0.04591523,0.04904366,0.03429641,0.05989546,0.03836193,0.03957107,0.05047389,0.04091896
4.2,0.03863332,0.0430836,0.0498749,0.03721705,0.04454104,0.03831708,0.03649744,0.04718962,0.03786019,0.03440837,0.0465886,0.04953779,0.04119376,0.05414132,0.03766535,0.0430514,0.05451389,0.03766458
4.4,0.03630992,0.04141281,0.05002806,0.03428117,0.0402328,0.03185731,0.03168524,0.04411759,0.03688372,0.032972,0.04791342,0.04840419,0.03471472,0.05359078,0.03602376,0.04564139,0.05671897,0.03902341
4.6,0.03422048,0.03962121,0.04988467,0.03146939,0.03643927,0.0273055,0.03063793,0.0386969,0.03584796,0.03189769,0.0496176,0.04734898,0.02761011,0.05250951,0.03396676,0.04564584,0.05724295,0.03992989
4.8,0.03233275,0.03761714,0.04832438,0.0292823,0.0328549,0.02759345,0.02918316,0.03096818,0.03349831,0.03152633,0.05098438,0.04552744,0.02478664,0.05049954,0.03169993,0.04413706,0.05494663,0.03843398
5.0,0.03062,0.03644708,0.04772925,0.02783178,0.03203553,0.02807646,0.02701232,0.02877108,0.03066069,0.03100401,0.05217973,0.04730102,0.02335926,0.04936579,0.02939039,0.04264012,0.05257252,0.03589024
5.5,0.02681789,0.03510382,0.04783598,0.02576048,0.03034522,0.02235763,0.02188974,0.02958351,0.02647135,0.02743686,0.05014927,0.0437657,0.03296982,0.04963486,0.02448884,0.03896885,0.05707038,0.0363214
6.0,0.02376062,0.03284848,0.04451269,0.02424079,0.03119061,0.01884719,0.02466299,0.02888283,0.02569029,0.02536828,0.04703285,0.03688952,0.03142174,0.04639594,0.02074214,0.0367828,0.05383672,0.03213487
6.5,0.02125695,0.02870205,0.03707068,0.02222261,0.0267742,0.02081837,0.02768074,0.02213386,0.02221138,0.02253114,0.04127661,0.02894185,0.02798007,0.04045067,0.01855706,0.03373247,0.04051577,0.02822444
7.0,0.01917474,0.0244517,0.03064075,0.01951275,0.02198685,0.02125974,0.02698455,0.01802304,0.02014651,0.01997879,0.03506821,0.02269706,0.0242264,0.03376464,0.01642311,0.03085244,0.02806075,0.02285166
7.5,0.01742,0.02084521,0.02660237,0.01633399,0.01580091,0.02127873,0.02424707,0.01544011,0.01815624,0.01799048,0.02968276,0.02164084,0.01556275,0.02935104,0.01444649,0.02812277,0.02176931,0.01834351
8.0,0.01569045,0.01809551,0.02367254,0.01383237,0.01171736,0.01970099,0.02022124,0.01393925,0.01594595,0.01704125,0.02628494,0.02119681,0.01021407,0.02583786,0.01305285,0.02387785,0.01774311,0.01656361
8.5,0.01422253,0.0156366,0.02070813,0.01180711,0.00925243,0.01720301,0.01584729,0.01268429,0.01168699,0.01556225,0.02279818,0.02073495,0.008635,0.02209837,0.01163735,0.01991287,0.01518809,0.01567131
9.0,0.01296454,0.0136687,0.01841996,0.01014299,0.0070237,0.01532105,0.0132335,0.0113637,0.00881028,0.01399136,0.01954637,0.01821203,0.00775172,0.01911491,0.01058218,0.01859519,0.01269935,0.01511646
9.5,0.01187716,0.01216165,0.01652654,0.00894959,0.00584842,0.01371371,0.01102494,0.01023848,0.00787321,0.01260463,0.01646813,0.01656625,0.00697175,0.01712709,0.00967082,0.01705413,0.01043786,0.01466374
10.0,0.01093,0.01070681,0.01459217,0.00785598,0.00512133,0.0117324,0.00884185,0.00953231,0.00680734,0.01132161,0.01376565,0.01469203,0.00650313,0.01524045,0.00870039,0.01524027,0.00868601,0.01371055
11.0,0.0,0.00826262,0.01114726,0.00612446,0.00391618,0.0082814,0.00696745,0.00866995,0.00499228,0.00895035,0.01027292,0.01096303,0.00563925,0.01199642,0.00705485,0.01131405,0.00599819,0.01066041
12.0,0.0,0.00653356,0.00873481,0.00488705,0.00316732,0.00592576,0.0053076,0.0071424,0.0040264,0.00707609,0.00843674,0.00798828,0.00515581,0.00943096,0.00582439,0.00831395,0.00456301,0.00911119
13.0,0.0,0.00526968,0.00714726,0.00388533,0.00267477,0.00448075,0.00408855,0.00611256,0.00324296,0.00589109,0.00699891,0.00601576,0.00367428,0.00745449,0.00488854,0.00701263,0.00363776,0.00760241
14.0,0.0,0.0042365,0.00588471,0.00304992,0.00223002,0.00338923,0.00320305,0.00509945,0.00260881,0.00487366,0.00581846,0.0045211,0.00234928,0.00595587,0.00414664,0.00581489,0.00297991,0.00632057
15.0,0.0,0.00348589,0.00489786,0.00248096,0.00185683,0.00273837,0.00259977,0.00422454,0.00210017,0.00396004,0.00487772,0.00331646,0.00194183,0.00481803,0.00356916,0.00481068,0.00248072,0.00550807
20.0,0.0,0.00174782,0.0024495,0.00124715,0.00082293,0.00119737,0.00124301,0.00187641,0.00123796,0.00195415,0.00227322,0.00166093,0.00123853,0.00228646,0.00222335,0.00220238,0.00123558,0.00301723

 -- Unscaled Horizontal & Vertical Spectra, as recorded --
Period (sec),RSN-164 Horizontal-1 pSa (g),RSN-164 Horizontal-2 pSa (g),RSN-164 Vertical pSa (g),RSN-471 Horizontal-1 pSa (g),RSN-471 Horizontal-2 pSa (g),RSN-471 Vertical pSa (g),RSN-472 Horizontal-1 pSa (g),RSN-472 Horizontal-2 pSa (g),RSN-472 Vertical pSa (g),RSN-850 Horizontal-1 pSa (g),RSN-850 Horizontal-2 pSa (g),RSN-850 Vertical pSa (g),RSN-1633 Horizontal-1 pSa (g),RSN-1633 Horizontal-2 pSa (g),RSN-1633 Vertical pSa (g),RSN-1787 Horizontal-1 pSa (g),RSN-1787 Horizontal-2 pSa (g),RSN-1787 Vertical pSa (g),RSN-2714 Horizontal-1 pSa (g),RSN-2714 Horizontal-2 pSa (g),RSN-2714 Vertical pSa (g),RSN-3752 Horizontal-1 pSa (g),RSN-3752 Horizontal-2 pSa (g),RSN-3752 Vertical pSa (g),RSN-3759 Horizontal-1 pSa (g),RSN-3759 Horizontal-2 pSa (g),RSN-3759 Vertical pSa (g),RSN-3854 Horizontal-1 pSa (g),RSN-3854 Horizontal-2 pSa (g),RSN-3854 Vertical pSa (g),RSN-3943 Horizontal-1 pSa (g),RSN-3943 Horizontal-2 pSa (g),RSN-3943 Vertical pSa (g),RSN-4054 Horizontal-1 pSa (g),RSN-4054 Horizontal-2 pSa (g),RSN-4054 Vertical pSa (g),RSN-6893 Horizontal-1 pSa (g),RSN-6893 Horizontal-2 pSa (g),RSN-6893 Vertical pSa (g),RSN-6948 Horizontal-1 pSa (g),RSN-6948 Horizontal-2 pSa (g),RSN-6948 Vertical pSa (g)
0.01,0.1690526,0.1582017,0.213,0.08093726,0.07004429,0.0328,0.07939198,0.05933588,0.044,0.1755544,0.1548125,0.171,0.5260827,0.5014857,0.545,0.2679408,0.3317548,0.151,0.1121132,0.120536,0.0515,0.1151224,0.0876294,0.0802,0.1231195,0.1242377,0.109,0.08126689,0.0977488,0.0845,0.1536356,0.276417,0.164,0.1236849,0.07215191,0.0715,0.4715165,0.5126621,0.376,0.1272208,0.1471823,0.106
0.02,0.1710691,0.1580666,0.21,0.08136717,0.07023383,0.034,0.07948525,0.0597544,0.0445,0.1778134,0.1560504,0.173,0.5300136,0.5023213,0.546,0.2662732,0.3340709,0.15,0.1136615,0.1215241,0.0534,0.1181056,0.08922335,0.0864,0.1247549,0.1296737,0.116,0.08188204,0.09875747,0.105,0.1582362,0.2746321,0.172,0.1255969,0.07454037,0.0754,0.4812723,0.5179165,0.411,0.1284147,0.1478187,0.106
