
 PEER Ground Motion Database, Time Series Search Report -- NGA-West2 -- 2022-05-15


 -- Summary of PEER Ground Motion Database Search Criteria --
Magnitude Min:, 6.0
Magnitude Max:, 7.5
Rrup Min (km):, 0.0
Rrup Max (km):, 50.0
Rjb Min (km):, -1.0e-06
Rjb Max (km):, 99999
Vs30 Min (m/sec):, 330.0
Vs30 Max (m/sec):, 1030.0
D9-95 Min (sec):, -1.0e-06
D9-95 Max (sec):, 99999
Scale Factor Min:, 0.25
Scale Factor Max:, 5.5
Period Array:, 0.010, 0.013, 0.016, 0.020, 0.026, 0.033, 0.042, 0.053, 0.067, 0.085, 0.108, 0.137, 0.174, 0.221, 0.281, 0.356, 0.452, 0.574, 0.728, 0.924, 1.172, 1.487, 1.887, 2.395, 3.039, 3.857, 4.894, 6.210, 7.880, 10.0
Weight Array:, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
Record Sequence Number:, 
Earthquake Name:, 
Station Name:, 
User-Defined Maximum Number of Records:, 14
Pulse:, 1
Damping Ratio:, 0.05
Scaling Method:, Minimize MSE
Suite Average:, Arithmetic
Single-Period-Scaling Period (sec):, 
Component:, RotD50
Fault Type:, Strike Slip (SS)


 -- Summary of Metadata of Selected Records --
Result ID, Spectral Ordinate, Record Sequence Number, Mean Squared Error, Scale Factor, Tp-Pulse Period (sec), 5-75% Duration (sec), 5-95% Duration (sec), Arias Intensity (m/sec), Earthquake Name, Year, Station Name, Magnitude, Mechanism, Rjb (km), Rrup (km), Vs30 (m/sec), Lowest Useable Frequency (Hz), Initial-search Scale Factor, Horizontal-1 Acc. Filename, Horizontal-2 Acc. Filename, Vertical Acc. Filename
1, RotD50, 164, 0.0367, 2.468, -, 19.7, 36.4, 1.3, "Imperial Valley-06", 1979, "Cerro Prieto", 6.53, strike slip, 15.19, 15.19, 471.53, 0.1125, 2.5299, RSN164_IMPVALL.H_H-CPE147.AT2, RSN164_IMPVALL.H_H-CPE237.AT2 , RSN164_IMPVALL.H_H-CPEDWN.AT2  
2, RotD50, 850, 0.0438, 2.9009, -, 22.6, 31.7, 0.7, "Landers", 1992, "Desert Hot Springs", 7.28, strike slip, 21.78, 21.78, 359.0, 0.07, 2.9737, RSN850_LANDERS_DSP000.AT2, RSN850_LANDERS_DSP090.AT2 , RSN850_LANDERS_DSP-UP.AT2  
3, RotD50, 1633, 0.0845, 0.8715, -, 10.8, 29.1, 7.5, "Manjil_ Iran", 1990, "Abbar", 7.37, strike slip, 12.55, 12.55, 723.95, 0.13, 0.8933, RSN1633_MANJIL_ABBAR--L.AT2, RSN1633_MANJIL_ABBAR--T.AT2 , RSN1633_MANJIL_ABBAR--V.AT2  
4, RotD50, 1787, 0.0556, 1.5674, -, 7.6, 11.7, 1.9, "Hector Mine", 1999, "Hector", 7.13, strike slip, 10.35, 11.66, 726.0, 0.0375, 1.6067, RSN1787_HECTOR_HEC000.AT2, RSN1787_HECTOR_HEC090.AT2 , RSN1787_HECTOR_HECVER.AT2  
5, RotD50, 1794, 0.0868, 3.0221, -, 7.4, 14.6, 0.6, "Hector Mine", 1999, "Joshua Tree", 7.13, strike slip, 31.06, 31.06, 379.32, 0.0169, 3.0979, RSN1794_HECTOR_JOS090.AT2, RSN1794_HECTOR_JOS360.AT2 , RSN1794_HECTOR_JOS-UP.AT2  
6, RotD50, 2734, 0.0622, 1.3506, 2.436, 4.4, 7.4, 1.6, "Chi-Chi_ Taiwan-04", 1999, "CHY074", 6.2, strike slip, 6.02, 6.2, 553.43, 0.08, 1.3845, RSN2734_CHICHI.04_CHY074N.AT2, RSN2734_CHICHI.04_CHY074E.AT2 , RSN2734_CHICHI.04_CHY074V.AT2  
7, RotD50, 2739, 0.0852, 3.3907, -, 7.0, 11.9, 0.3, "Chi-Chi_ Taiwan-04", 1999, "CHY080", 6.2, strike slip, 12.44, 12.53, 496.21, 0.04, 3.4758, RSN2739_CHICHI.04_CHY080N.AT2, RSN2739_CHICHI.04_CHY080E.AT2 , RSN2739_CHICHI.04_CHY080V.AT2  
8, RotD50, 3752, 0.0603, 4.2416, -, 18.3, 27.3, 0.3, "Landers", 1992, "Forest Falls Post Office", 7.28, strike slip, 45.34, 45.34, 436.14, 0.125, 4.3481, RSN3752_LANDERS_FFP210.AT2, RSN3752_LANDERS_FFP300.AT2 , RSN3752_LANDERS_FFP-UP.AT2  
9, RotD50, 3756, 0.0763, 2.768, -, 23.0, 32.9, 1.0, "Landers", 1992, "Morongo Valley Hall (GEOS #58)", 7.28, strike slip, 40.67, 40.67, 368.2, 0.05, 2.8374, RSN3756_LANDERS_MVP000.AT2, RSN3756_LANDERS_MVP090.AT2 , RSN3756_LANDERS_MVP-UP.AT2  
10, RotD50, 3759, 0.0546, 4.1058, -, 23.2, 33.4, 0.6, "Landers", 1992, "Whitewater Trout Farm", 7.28, strike slip, 27.05, 27.05, 425.02, 0.375, 4.2088, RSN3759_LANDERS_WWT180.AT2, RSN3759_LANDERS_WWT270.AT2 , RSN3759_LANDERS_WWT-UP.AT2  
11, RotD50, 3943, 0.0363, 2.5221, -, 3.7, 9.9, 0.4, "Tottori_ Japan", 2000, "SMN015", 6.61, strike slip, 9.1, 9.12, 616.55, 0.075, 2.5853, RSN3943_TOTTORI_SMN015NS.AT2, RSN3943_TOTTORI_SMN015EW.AT2 , RSN3943_TOTTORI_SMN015UD.AT2  
12, RotD50, 6891, 0.0703, 4.0991, -, 15.4, 28.9, 0.4, "Darfield_ New Zealand", 2010, "CSHS", 7.0, strike slip, 43.6, 43.6, 638.39, 0.0375, 4.202, RSN6891_DARFIELD_CSHSN76W.AT2, RSN6891_DARFIELD_CSHSS14W.AT2 , RSN6891_DARFIELD_CSHSUP.AT2  
13, RotD50, 6948, 0.0343, 3.4841, -, 17.8, 23.0, 0.5, "Darfield_ New Zealand", 2010, "OXZ", 7.0, strike slip, 30.63, 30.63, 481.62, 0.1, 3.5716, RSN6948_DARFIELD_OXZE.AT2, RSN6948_DARFIELD_OXZN.AT2 , RSN6948_DARFIELD_OXZUP.AT2  
14, RotD50, 6971, 0.0728, 2.6799, -, 16.1, 22.7, 1.0, "Darfield_ New Zealand", 2010, "SPFS", 7.0, strike slip, 29.86, 29.86, 389.54, 0.0375, 2.7472, RSN6971_DARFIELD_SPFSN17E.AT2, RSN6971_DARFIELD_SPFSN73W.AT2 , RSN6971_DARFIELD_SPFSUP.AT2  

 These records were obtained from the NGA-West2 On-Line Ground-Motion Database Tool
 These records are UNSCALED, AS RECORDED
 Filename Extension: 
   ,AT2 = Acceleration
   ,VT2 = Velocity
   ,DT2 = Displacement
 The users of the NGA-West2 databases, flatfiles, models and reports are requested to acknowledge the Pacific Earthquake Engineering Research Center (PEER) in their work and publications.

 -- Scaled Spectra used in Search & Scaling --
Period (sec),Target pSa (g),Arithmetic Mean pSa (g),Arithmetic Mean + Sigma pSa (g),Arithmetic Mean - Sigma pSa (g),RSN-164 RotD50 pSa (g),RSN-850 RotD50 pSa (g),RSN-1633 RotD50 pSa (g),RSN-1787 RotD50 pSa (g),RSN-1794 RotD50 pSa (g),RSN-2734 RotD50 pSa (g),RSN-2739 RotD50 pSa (g),RSN-3752 RotD50 pSa (g),RSN-3756 RotD50 pSa (g),RSN-3759 RotD50 pSa (g),RSN-3943 RotD50 pSa (g),RSN-6891 RotD50 pSa (g),RSN-6948 RotD50 pSa (g),RSN-6971 RotD50 pSa (g)
0.16,1.21056468,1.06628269,1.27803748,0.88961302,1.09071469,0.98189631,1.29520045,0.96246878,0.75335077,1.10117795,1.37247969,1.07666789,0.9676097,1.21611945,1.35259362,0.71502899,1.11305551,0.92959391
0.17,1.23666932,1.09294916,1.30298293,0.91677169,1.17626685,1.05196005,1.38684827,0.9765436,0.81155724,1.13515345,1.31540185,0.97157658,0.9107414,1.23822571,1.39016704,0.75061246,1.13278655,1.05344721
0.18,1.26179679,1.10048762,1.29884032,0.93242639,1.16509488,1.13289297,1.47636272,0.9513932,0.9358427,0.95439079,1.15825936,1.11380798,0.99160759,1.17815715,1.42560856,0.7564972,1.11828173,1.04862978
0.19,1.28603505,1.12724196,1.33893176,0.94902106,1.06719032,1.28721119,1.36917388,0.96306753,1.05184131,1.03872783,1.03256312,1.33359025,0.97355727,1.15067604,1.60593973,0.87401483,1.06865083,0.96518332
0.2,1.30946,1.14653013,1.38606334,0.94839196,1.0803453,1.35281592,1.37213689,1.06852024,1.076749,1.10981446,0.99786553,1.25092907,0.96726896,1.28622332,1.71075281,0.95222737,0.87827737,0.94749554
0.22,1.29468515,1.17845167,1.47578097,0.94102605,1.12981758,1.0774267,1.1391567,1.27645198,0.98346675,1.19456627,0.86648921,1.12474755,0.90898345,1.6098503,1.87301014,1.18553853,0.89894321,1.22987504
0.24,1.28134238,1.22732285,1.47884409,1.01858025,1.10576926,1.14862789,1.04056497,1.07520804,1.22402946,1.30908824,1.07747823,1.27492775,0.9097297,1.53016276,1.64612524,1.36681266,0.8942877,1.579708
0.25,1.27513,1.20160672,1.42995599,1.00972248,1.14663477,1.21277547,1.01614274,1.02474956,1.21118109,1.2491064,1.05433779,1.22121564,0.90485749,1.37209455,1.62079265,1.35519076,0.89909302,1.53432211
0.26,1.25711114,1.20230108,1.4154835,1.02122553,1.13836191,1.17702069,1.05645283,1.07519722,1.23816283,1.18684563,0.98526742,1.16621408,1.01860737,1.54878856,1.5795514,1.35580973,0.90538051,1.40055496
0.28,1.22375648,1.162311,1.39138504,0.97095112,1.23361168,1.11183341,1.0544528,1.11030957,1.14727588,1.13497341,0.94923186,1.03987902,1.00672606,1.35671435,1.73871617,1.3423801,0.84522298,1.20102671
0.29,1.20827271,1.15170431,1.35874419,0.97621231,1.37119737,1.10495706,0.99040982,1.11184845,1.2078284,1.11039455,0.98720995,0.92968163,1.06571297,1.33213561,1.63095202,1.26370927,0.89624369,1.1215795
0.3,1.1935,1.1299776,1.34635044,0.94837818,1.49708887,1.09670422,0.97909895,1.1712242,1.28827707,1.01654459,0.95233095,0.86393859,1.02276489,1.29986718,1.49509942,1.21806772,0.89441696,1.02426282
0.32,1.15885091,1.11936979,1.33435419,0.93902259,1.32832097,1.16846964,0.97660566,1.10909279,1.52761101,1.10672906,0.9085307,0.69961808,1.02820703,1.18958349,1.27505587,1.29487467,0.9914238,1.06705427
0.34,1.1272199,1.1344251,1.3576345,0.94791367,1.23240139,1.40202345,1.09060159,1.03601245,1.62236712,1.14390232,0.96421056,0.74204238,1.21464037,0.99301306,1.07497998,1.16788023,0.96905492,1.22882156
0.35,1.11240216,1.13456442,1.40963606,0.91316934,1.16760381,1.47182378,1.0974418,0.97558623,1.76682496,1.19095183,0.95381573,0.73731933,1.29818044,0.94137159,1.00426264,1.12984711,0.96034596,1.18852673
0.36,1.09818854,1.11772891,1.41315384,0.88406363,1.07536397,1.44635975,1.05715785,1.02363012,1.83136662,1.25077727,0.8893055,0.77042139,1.29591401,0.97433266,0.89207833,1.03653289,0.94861765,1.15634672
0.38,1.07141569,1.05857683,1.34746982,0.83162153,1.06311498,1.27402127,0.9227816,0.98327951,1.57525652,1.33997038,0.73992124,0.73999537,1.47557797,0.82320565,0.82346186,0.99776726,1.07532819,0.98639386
0.4,1.04662,1.01425049,1.26353226,0.81414942,1.14416977,1.01253212,0.92135761,0.95385716,1.25692329,1.37257215,0.75695945,0.69490437,1.48100627,0.76261772,0.86752329,1.01702382,1.03249416,0.92556571
0.42,1.02846199,0.98631199,1.23249861,0.78930016,1.18564733,0.88502599,0.79348404,1.00263632,1.18349038,1.39107855,0.72503238,0.70555551,1.37146733,0.78749043,0.79632121,0.99177349,0.90856989,1.08079505
0.44,1.01144231,0.98605242,1.23018854,0.79036615,1.13140571,0.88698383,0.7257563,1.21832796,1.14740614,1.41089237,0.70448108,0.6887099,1.25849331,0.83102303,0.85509331,0.98129197,0.87336578,1.09150323
0.45,1.00332164,0.96977484,1.21419116,0.77455945,1.03494245,0.84821035,0.70374641,1.27528129,1.15150196,1.36658478,0.67598403,0.7083219,1.17240725,0.78549585,0.90530049,1.03679975,0.79355526,1.118716
0.46,0.99544253,0.95887598,1.2141447,0.75727642,1.01720619,0.79400452,0.66153956,1.34463105,1.16851657,1.30056749,0.66116469,0.73703684,1.10029399,0.7430907,0.93766862,1.09052153,0.75344757,1.11457444
0.48,0.98036103,0.99811047,1.28695034,0.77409709,0.98905612,0.84159682,0.60411038,1.50300604,1.28273518,1.31911428,0.76564198,0.71842078,1.1382085,0.73998716,0.96609024,1.16982199,0.84268827,1.09306884
0.5,0.96611,1.05198292,1.37517359,0.8047479,0.9297764,0.87344492,0.63592001,1.59846467,1.45071448,1.32826605,0.86225051,0.7855678,1.19993793,0.77435527,0.94168929,1.34351392,0.84381434,1.16004528
0.55,0.9258685,1.07054827,1.35879547,0.84344821,0.94656274,0.77597324,0.59865617,1.24918512,1.15710883,1.29757462,0.90785562,0.97374405,1.66871178,1.06967589,0.85273039,1.16357407,1.0418003,1.28452301
0.6,0.89059629,0.99546287,1.36419164,0.72639818,0.98396718,0.78589092,0.52864899,0.80384787,0.93316786,1.24894,1.04501102,0.92752307,1.91891733,0.92144796,0.67348143,0.94523751,1.02996816,1.19043082
0.65,0.85933685,0.95602784,1.27675885,0.71586676,0.97133097,0.86529506,0.56104513,0.63184164,0.96675949,1.1463174,0.978188,0.91846169,1.64186895,0.90479662,0.54259628,1.11820881,0.88525924,1.25242045
0.667,0.84949005,0.92740352,1.21861838,0.70578067,0.89063699,0.86528491,0.56444806,0.61359064,0.95812994,1.09900289,1.01603758,0.86176645,1.50233388,0.97450469,0.50287962,1.02117749,0.87713283,1.23672332
0.7,0.83137416,0.87166941,1.11181934,0.6833912,0.7739162,0.84664733,0.58715531,0.57835494,0.90580322,0.99851456,1.0750983,0.80645144,1.24383461,1.03506635,0.49307208,0.92582067,0.7932382,1.14039848
0.75,0.80616,0.8187393,1.06603522,0.62881041,0.81681135,0.69010584,0.55885781,0.50244779,0.93770249,0.88628015,0.95583082,0.71593349,0.83466881,0.93341831,0.47286179,0.96966023,0.8547974,1.33297393
0.8,0.79128015,0.80279486,1.06137466,0.60721215,0.80448191,0.67931585,0.50422581,0.51864283,1.06334124,0.93391044,0.99187553,0.68540992,0.73785486,0.94161711,0.4450543,0.80831165,0.84200781,1.2830788
0.85,0.74967574,0.76736239,1.01115935,0.58234643,0.73773982,0.84602479,0.42990065,0.49147173,0.93321349,0.90106448,1.10254152,0.64097848,0.79462932,0.81179409,0.44958821,0.72842952,0.72175722,1.15394014
0.9,0.69579954,0.73778601,1.00778224,0.54012482,0.58557982,0.86001392,0.38634807,0.51217164,0.97003089,0.84537711,1.2851386,0.59945044,0.77675255,0.68232663,0.4507529,0.66016355,0.75087697,0.96402104
0.95,0.64840518,0.68851319,0.91307785,0.51917852,0.49204924,0.7905353,0.41590781,0.49414149,0.93805577,0.71085291,1.15033396,0.62906588,0.69368941,0.58913154,0.49832982,0.61829445,0.74640264,0.87239437
1.0,0.60643,0.6543753,0.83200018,0.5146718,0.5235856,0.78969375,0.34809728,0.56480709,0.9080589,0.62851995,0.80636687,0.58160975,0.65638746,0.48640902,0.53411737,0.74413376,0.68306339,0.90640397
1.1,0.52495045,0.60215768,0.79780186,0.45449114,0.70459607,0.70498846,0.30413684,0.71488848,0.88887202,0.44693719,0.47426041,0.55589575,0.65677858,0.40073421,0.47501008,0.78973144,0.49303904,0.82033896
1.2,0.46016339,0.51170216,0.71547749,0.36596414,0.60019658,0.52211034,0.25247875,0.74621084,0.80775607,0.37643214,0.32603868,0.51451787,0.69168567,0.28133326,0.41284808,0.61182313,0.37589038,0.64450849
1.3,0.40764997,0.44933931,0.62376384,0.32368951,0.40511132,0.53279183,0.21372486,0.69992479,0.65136645,0.37899146,0.28774953,0.38099668,0.61497976,0.23992606,0.40213083,0.47929196,0.40093125,0.6028335
1.4,0.36438844,0.42647984,0.60021035,0.30303551,0.31053629,0.51054057,0.27397761,0.64437789,0.53556517,0.4248154,0.21893557,0.3033846,0.6257882,0.20086596,0.41968463,0.52811157,0.36954541,0.60458885
1.5,0.32825,0.38908747,0.52748574,0.28700123,0.26832722,0.46532791,0.30632276,0.56450489,0.44459603,0.43335993,0.21260864,0.3343728,0.55400903,0.20117602,0.37580177,0.42080123,0.30744234,0.55857399
1.6,0.297047,0.35523437,0.46683499,0.27031276,0.25911136,0.38744299,0.32705464,0.47701024,0.40359819,0.4319134,0.20852496,0.31537618,0.51642558,0.20962413,0.31605036,0.36065862,0.26927751,0.49121298
1.7,0.27044337,0.33877144,0.44165627,0.25985386,0.22266346,0.37816902,0.32608155,0.41660063,0.35044252,0.41377491,0.2292596,0.30506148,0.48431416,0.21977435,0.26290346,0.42112383,0.24593224,0.4666989
1.8,0.24754681,0.32192259,0.41858177,0.24758401,0.2163956,0.36632338,0.31185515,0.36807837,0.31004668,0.37322357,0.24433813,0.3276217,0.46517546,0.21736296,0.22030665,0.46712159,0.22988494,0.38918204
1.9,0.22767537,0.28373,0.36389699,0.2212239,0.21123595,0.38254564,0.29824706,0.31094212,0.26224577,0.34433916,0.23952692,0.254601,0.39250667,0.19979957,0.19303573,0.39676088,0.20007348,0.28635999
2.0,0.2103,0.24223143,0.31344035,0.18720011,0.19015783,0.33260418,0.29513398,0.26702019,0.23988419,0.31330156,0.22094129,0.18897006,0.29782075,0.16216166,0.17451144,0.33825687,0.1527099,0.21776614
2.2,0.18126375,0.18728249,0.23418977,0.14977055,0.14905905,0.19086742,0.26877813,0.202401,0.20398711,0.24489,0.20586321,0.15133867,0.19674554,0.11550692,0.14625948,0.23309308,0.15182555,0.16133968
2.4,0.15827095,0.16608012,0.21078446,0.13085693,0.1185883,0.16739513,0.2459955,0.15039303,0.15231108,0.21782746,0.19027533,0.13132864,0.18507839,0.11629441,0.12672246,0.21617812,0.17754221,0.12919161
2.5,0.1485126,0.15681689,0.19931715,0.12337893,0.11227868,0.15679288,0.23780459,0.13252655,0.16625427,0.20244792,0.16983429,0.11795285,0.17416338,0.11118942,0.12133446,0.20208033,0.16618568,0.12459112
2.6,0.13970422,0.15208806,0.18962595,0.12198108,0.12103292,0.15386103,0.22810498,0.13365824,0.17576632,0.18555728,0.16646682,0.1114742,0.16186978,0.11008349,0.11527747,0.18696313,0.15352142,0.12559577
2.8,0.12446173,0.13984951,0.17082276,0.11449228,0.12817579,0.16603915,0.19593761,0.13325696,0.16371073,0.14989106,0.15581369,0.10501344,0.13744952,0.09892592,0.10268944,0.17410131,0.12768774,0.1192008
3.0,0.11177,0.12540171,0.1491745,0.1054174,0.13270838,0.13927982,0.15472956,0.1243311,0.14526157,0.12786105,0.14000745,0.10085606,0.11725963,0.08422359,0.09535465,0.16252909,0.12177644,0.10944549
3.2,0.10187828,0.11199759,0.13469924,0.09312199,0.13896298,0.11049196,0.11688008,0.10530116,0.10398787,0.11880231,0.14162209,0.09984549,0.09623843,0.07137727,0.08633447,0.14827066,0.1238262,0.10602534
3.4,0.0933853,0.10057416,0.12130054,0.08338926,0.12391959,0.08836541,0.09325491,0.09959603,0.09841506,0.11274212,0.14204837,0.09601382,0.07841683,0.07516664,0.07657702,0.12426962,0.09442437,0.10482851
3.5,0.08957834,0.09551149,0.11217145,0.0813259,0.10684633,0.08586197,0.0875294,0.09635937,0.09648329,0.10854362,0.13344497,0.09105672,0.07507725,0.07835193,0.07812721,0.11176747,0.0867157,0.10099563
3.6,0.0860274,0.09224283,0.10696632,0.07954596,0.09891131,0.08976134,0.08641399,0.08962171,0.09351262,0.10409437,0.12846771,0.08474081,0.07141033,0.0784129,0.07803921,0.10409452,0.08733755,0.09658118
3.8,0.07960175,0.0863797,0.10093155,0.07392587,0.08423434,0.08853407,0.08383701,0.07345406,0.08491392,0.09397885,0.12302335,0.08439342,0.07086083,0.06652631,0.07636744,0.09143754,0.08798578,0.09976892
4.0,0.07395,0.08201831,0.0964453,0.06974941,0.07765925,0.08617522,0.07787459,0.06641758,0.07655397,0.08375472,0.11828646,0.09270654,0.07125488,0.06483001,0.07251501,0.08895293,0.07734852,0.09392666
4.2,0.06884895,0.07998616,0.09316256,0.06867336,0.0841953,0.08920187,0.07156658,0.06504166,0.07102789,0.07465255,0.11310155,0.09364059,0.06972695,0.07786799,0.07119827,0.08258306,0.07119682,0.08480521
4.4,0.06431329,0.07512386,0.08914683,0.06330673,0.07605149,0.08339485,0.06972076,0.0623265,0.07066554,0.06576133,0.10885153,0.09149776,0.05652451,0.06562074,0.0680952,0.07761219,0.0737654,0.08184622
4.6,0.06025873,0.07023268,0.08522828,0.0578755,0.06888063,0.0731482,0.06776288,0.06029575,0.06976266,0.05784895,0.10276463,0.0895031,0.04957972,0.05219099,0.06420689,0.07401527,0.0754789,0.07781894
4.8,0.0566165,0.06468555,0.07941643,0.05268708,0.06210516,0.05853871,0.06332137,0.05959378,0.06749021,0.05017241,0.09441475,0.08605987,0.04527987,0.04685383,0.05992193,0.06794603,0.0726512,0.07124853
5.0,0.05333,0.06113985,0.07585103,0.04928189,0.06055632,0.05438557,0.05795747,0.05860644,0.06620425,0.04582443,0.08669453,0.08941245,0.04435126,0.04415568,0.05555625,0.0643257,0.06784281,0.06008479
5.5,0.04593854,0.05601277,0.06950196,0.04514161,0.05736114,0.05592129,0.05003842,0.05186351,0.05761508,0.03743982,0.07301293,0.08272969,0.04321398,0.06232237,0.0462909,0.05516177,0.06865782,0.04255009
6.0,0.04008894,0.05003894,0.06217849,0.04026949,0.05895917,0.05459681,0.048562,0.0479533,0.04724433,0.03032071,0.06134065,0.06973174,0.04120647,0.05939607,0.03920857,0.04614939,0.06074408,0.03513192
6.5,0.03536792,0.04166738,0.05201115,0.03338073,0.0506109,0.04183933,0.04198586,0.04259029,0.03833255,0.02594674,0.04971184,0.05470838,0.03393646,0.05289033,0.03507814,0.03539043,0.05335227,0.02696973
7.0,0.03149408,0.03468189,0.0433286,0.02776073,0.04156142,0.0340687,0.03808266,0.03776563,0.03069379,0.02156629,0.04153421,0.04290394,0.02840868,0.04579483,0.03104438,0.02615006,0.04319617,0.02277574
7.5,0.02827,0.02902344,0.03605222,0.02336499,0.02986824,0.02918621,0.03432049,0.03400715,0.02686138,0.01847311,0.03584962,0.04090737,0.0238832,0.02941804,0.027308,0.02078533,0.03467448,0.02078548
8.0,0.02512116,0.02530227,0.03294769,0.01943094,0.02214917,0.02634917,0.0301424,0.03221284,0.02432675,0.01587419,0.03126327,0.04006803,0.01985689,0.01930752,0.02467361,0.01789703,0.03130996,0.01880088
8.5,0.02248349,0.02251963,0.03027501,0.0167509,0.01748974,0.02397693,0.02209176,0.02941711,0.02218905,0.01345795,0.02705778,0.03919499,0.0180498,0.01632262,0.02199791,0.01739425,0.02962325,0.01701166
9.0,0.0202508,0.0200106,0.02735336,0.01463894,0.0132768,0.02148064,0.01665395,0.02644766,0.02047615,0.01136248,0.02421643,0.03442595,0.01583281,0.01465297,0.02000334,0.01709676,0.02857443,0.01564803
9.5,0.01834329,0.01827547,0.02533029,0.01318551,0.01105518,0.01935366,0.01488262,0.02382635,0.01930182,0.01008166,0.02202196,0.03131495,0.01501765,0.0131786,0.01828061,0.01591326,0.02771867,0.01390958
10.0,0.0167,0.01664417,0.0230425,0.0120225,0.00968077,0.01801879,0.01286781,0.02140108,0.01813503,0.00935227,0.01992117,0.02777214,0.01414341,0.01229277,0.01644623,0.01467229,0.02591686,0.01239779
11.0,0.0,0.0136947,0.01832183,0.01023614,0.00740269,0.01638867,0.00943684,0.01691873,0.01577656,0.00794074,0.01572572,0.02072326,0.01225239,0.01065979,0.01333569,0.01218888,0.02015123,0.01282461
12.0,0.0,0.01137096,0.01487947,0.00868974,0.00598715,0.01350117,0.00761105,0.01337583,0.01344031,0.00682882,0.01228147,0.01510013,0.00994832,0.00974596,0.01100976,0.01108984,0.01722275,0.01205092
13.0,0.0,0.00943561,0.01231558,0.00722911,0.00505609,0.01155449,0.00613012,0.01113585,0.01123771,0.00592075,0.0096771,0.01137151,0.00923938,0.00694544,0.00924073,0.01005536,0.01437073,0.01016323
14.0,0.0,0.00773828,0.01026676,0.00583251,0.00421537,0.00963942,0.0049314,0.00921261,0.0093292,0.00515995,0.00800871,0.00854618,0.00744214,0.00444081,0.00783833,0.00894649,0.01194768,0.00867762
15.0,0.0,0.00663689,0.0089393,0.00492749,0.00350995,0.00798559,0.00396992,0.00748561,0.00844788,0.00451925,0.00703964,0.00626906,0.00671733,0.00367061,0.00674674,0.00797209,0.01041183,0.00817096
20.0,0.0,0.00363837,0.00499726,0.002649,0.00155557,0.00354695,0.00234009,0.0036939,0.00521051,0.00238154,0.00431144,0.00313962,0.00358064,0.00234117,0.00420277,0.00411687,0.00570343,0.00481267

 -- Unscaled Horizontal & Vertical Spectra, as recorded --
Period (sec),RSN-164 Horizontal-1 pSa (g),RSN-164 Horizontal-2 pSa (g),RSN-164 Vertical pSa (g),RSN-850 Horizontal-1 pSa (g),RSN-850 Horizontal-2 pSa (g),RSN-850 Vertical pSa (g),RSN-1633 Horizontal-1 pSa (g),RSN-1633 Horizontal-2 pSa (g),RSN-1633 Vertical pSa (g),RSN-1787 Horizontal-1 pSa (g),RSN-1787 Horizontal-2 pSa (g),RSN-1787 Vertical pSa (g),RSN-1794 Horizontal-1 pSa (g),RSN-1794 Horizontal-2 pSa (g),RSN-1794 Vertical pSa (g),RSN-2734 Horizontal-1 pSa (g),RSN-2734 Horizontal-2 pSa (g),RSN-2734 Vertical pSa (g),RSN-2739 Horizontal-1 pSa (g),RSN-2739 Horizontal-2 pSa (g),RSN-2739 Vertical pSa (g),RSN-3752 Horizontal-1 pSa (g),RSN-3752 Horizontal-2 pSa (g),RSN-3752 Vertical pSa (g),RSN-3756 Horizontal-1 pSa (g),RSN-3756 Horizontal-2 pSa (g),RSN-3756 Vertical pSa (g),RSN-3759 Horizontal-1 pSa (g),RSN-3759 Horizontal-2 pSa (g),RSN-3759 Vertical pSa (g),RSN-3943 Horizontal-1 pSa (g),RSN-3943 Horizontal-2 pSa (g),RSN-3943 Vertical pSa (g),RSN-6891 Horizontal-1 pSa (g),RSN-6891 Horizontal-2 pSa (g),RSN-6891 Vertical pSa (g),RSN-6948 Horizontal-1 pSa (g),RSN-6948 Horizontal-2 pSa (g),RSN-6948 Vertical pSa (g),RSN-6971 Horizontal-1 pSa (g),RSN-6971 Horizontal-2 pSa (g),RSN-6971 Vertical pSa (g)
0.01,0.1690526,0.1582017,0.213,0.1755544,0.1548125,0.171,0.5260827,0.5014857,0.545,0.2679408,0.3317548,0.151,0.1467609,0.1905281,0.122,0.3415312,0.3228682,0.297,0.1202753,0.1348519,0.0793,0.1151224,0.0876294,0.0802,0.1880177,0.141342,0.156,0.1231195,0.1242377,0.109,0.1536356,0.276417,0.164,0.0893622,0.1158514,0.0697,0.1272208,0.1471823,0.106,0.1602199,0.1600687,0.104
0.02,0.1710691,0.1580666,0.21,0.1778134,0.1560504,0.173,0.5300136,0.5023213,0.546,0.2662732,0.3340709,0.15,0.1472126,0.1908294,0.124,0.3433129,0.3254363,0.303,0.1209014,0.1362303,0.0822,0.1181056,0.08922335,0.0864,0.1903336,0.1424103,0.186,0.1247549,0.1296737,0.116,0.1582362,0.2746321,0.172,0.08985634,0.1170738,0.073,0.1284147,0.1478187,0.106,0.1601184,0.1606456,0.111
